1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;;;;;;;;;;;;;;;;;
Player;Team;Age;GP;W;L;Min;PTS;FGM;FGA;FG%;15:00;3PA;3P%;FTM;FTA;FT%;OREB;DREB;REB;AST;TOV;STL;BLK;PF;FP;DD2;TD3;+/-;OFFRTG;DEFRTG;NETRTG;AST%;AST/TO;AST RATIO;OREB%;DREB%;REB%;TO RATIO;EFG%;TS%;USG%;PACE;PIE;POSS;;;;;;;;;;;;;;;;;;;;;;;;;
Xavier Tillman;BOS;26;33;26;7;7;33;13;53;24,5;7;33;15,6;3;3;75;10;33;43;7;13;10;7;17;129;0;0;-0,4;106,6;108,9;-2,3;4,3;0,5;9,3;4,1;14,6;9,1;18,7;29,2;31;12,5;97,6;2,2;469;;;;;;;;;;;;;;;;;;;;;;;;;
Sidy Cissoko;POR;21;22;11;11;5,2;33;13;31;43,3;2;13;23,1;2;9;33,3;9;13;22;15;11;2;0;11;77;0;0;0,4;91,2;89;2,1;19,7;1,36;25,4;6,8;10;8,5;18,6;48,3;47,1;15,6;103,79;5,7;249;;;;;;;;;;;;;;;;;;;;;;;;;
PJ Hall;DEN;23;19;12;7;3,5;32;13;25;58,3;2;8;25;4;4;75;6;15;23;4;2;0;4;11;76;0;0;-0,1;91,9;91,3;0,5;11,8;2;12,5;7,9;21,9;14,8;6,3;62,5;64,1;17,6;99;16,8;135;;;;;;;;;;;;;;;;;;;;;;;;;
Josh Richardson;MIA;31;8;4;4;18,7;32;11;38;28,9;6;22;27,3;4;4;100;6;6;12;12;8;8;1;17;83;0;0;-3,9;104,1;114,7;-10,6;11,7;1,5;20;3,8;4,8;4,2;13,3;36,8;40,2;13,4;100,82;1,5;315;;;;;;;;;;;;;;;;;;;;;;;;;
Elijah Harkless;UTA;25;10;1;9;13,8;32;11;35;31,4;7;25;28;3;6;50;9;12;21;8;3;10;1;18;99;0;0;3,1;113,2;103,5;9,7;7,3;2,67;16,3;5,8;9,2;7,4;6,1;41,4;42,5;12;99,3;3,7;287;;;;;;;;;;;;;;;;;;;;;;;;;
Trey Alexander;DEN;22;24;14;10;4,9;31;12;41;31,7;2;17;17,6;2;5;75;0;12;12;12;5;2;0;10;67;0;0;-1;94,2;105,1;-10,9;13,6;2,2;18,6;0,8;8,7;4,7;8,5;35,4;37,4;16,5;105,44;2,9;259;;;;;;;;;;;;;;;;;;;;;;;;;
Pacôme Dadiet;NYK;19;18;14;4;6,2;31;11;31;32,3;5;20;31,6;4;5;66,7;4;14;18;5;4;4;2;7;70;0;0;-0,9;103,8;113;-9,2;6,3;1,25;11,9;2,8;12,8;8;9,5;41,9;44,6;14,2;100,38;4,7;235;;;;;;;;;;;;;;;;;;;;;;;;;
RayJ Dennis;IND;24;11;7;4;6,4;30;11;33;33,3;6;21;28,6;2;2;100;2;10;12;14;6;7;2;7;87;0;0;4;113,5;86,3;27,3;25,5;2,8;26,4;2,5;11,6;7,3;9,4;42,4;44,3;21,2;105,02;11;155;;;;;;;;;;;;;;;;;;;;;;;;;
Chris Livingston;MIL;21;21;15;6;5;29;8;27;33,3;0;8;0;13;17;75;11;25;36;4;6;4;0;8;88;0;0;-1,4;89,6;102,2;-12,6;7,8;0,83;11,1;9,1;19,8;14,8;13,3;33,3;44,1;15;104,34;9,9;230;;;;;;;;;;;;;;;;;;;;;;;;;
Matt Ryan;NYK;28;19;14;5;3,6;29;10;30;32,3;6;19;31,6;2;2;100;0;8;8;4;4;2;0;2;46;0;0;-2,1;80,5;108,8;-28,3;8,3;1;7,9;0;11,3;5,6;7,9;41,9;43,9;20,8;104,75;6,2;149;;;;;;;;;;;;;;;;;;;;;;;;;
Marcus Garrett;CHA;26;4;1;3;19,8;28;11;27;40,7;3;8;37,5;3;4;75;1;5;6;13;6;3;2;10;64;0;0;-9,8;95,6;119,3;-23,6;25,5;2,17;27,1;1,3;5,7;3,6;12,5;46,3;48,7;19,3;97,05;5,7;160;;;;;;;;;;;;;;;;;;;;;;;;;
Josh Christopher;MIA;23;14;9;5;5;28;11;31;35,5;1;11;18,2;4;6;66,7;0;8;8;8;6;6;3;1;69;0;0;-0,4;105,7;108,2;-2,5;14,5;1,33;16,7;0;11,5;6,3;12,5;38,7;41,6;23,5;109,7;6,3;158;;;;;;;;;;;;;;;;;;;;;;;;;
Spencer Jones;DEN;23;20;13;7;6,2;26;12;34;32,4;2;18;5,9;4;4;100;8;10;18;6;6;6;6;18;78;0;0;-2,3;89,4;107,4;-18;6;1;11,1;5,7;6,7;6,2;11,1;33,8;36,8;12,8;104,76;1,3;274;;;;;;;;;;;;;;;;;;;;;;;;;
Jacob Toppin;ATL;25;17;13;4;4,4;24;9;22;40,9;5;10;50;0;0;0;3;12;15;7;3;2;0;3;53;0;0;-1,5;89,9;104,4;-14,5;13,3;2;19,4;4,1;14,8;9,7;9,7;52,3;52,3;14;101,56;9;158;;;;;;;;;;;;;;;;;;;;;;;;;
Jazian Gortman;DAL;22;16;8;8;3,5;24;10;22;39,1;5;11;36,4;2;5;50;2;5;5;6;5;2;2;10;43;0;0;0,7;103,8;99,2;4,6;15,4;1,2;17,1;1,6;6,5;4;14,3;47,8;48,5;19,5;109,79;3,1;132;;;;;;;;;;;;;;;;;;;;;;;;;
N'Faly Dante;HOU;23;4;0;4;12,7;24;10;13;76,9;0;0;0;4;5;80;6;15;21;2;2;1;5;9;68;0;0;-2,8;114,9;123,5;-8,6;5;1;10,5;12,2;26,8;20;10,5;76,9;78,9;13,3;108,58;12,5;114;;;;;;;;;;;;;;;;;;;;;;;;;
Vlatko Čančar;DEN;28;13;2;11;10,4;23;10;26;38,5;4;16;26,7;0;0;0;7;26;33;9;10;3;3;10;79;0;0;-1,4;93,5;100,3;-6,9;9,5;0,82;19,6;3,8;17;10,2;23,9;46,2;46,2;10,9;102,84;6,2;292;;;;;;;;;;;;;;;;;;;;;;;;;
Jae Crowder;SAC;34;9;3;6;11,4;23;7;22;31,8;4;15;26,7;5;6;83,3;6;14;20;6;4;3;0;10;61;0;0;-2;101,9;109,2;-7,4;7,7;1,5;17,6;5,5;13,3;9,3;11,8;40,9;46,7;11,3;100,89;4,8;215;;;;;;;;;;;;;;;;;;;;;;;;;
Mason Jones;SAC;26;10;4;6;4,5;23;9;18;50;1;8;12,5;4;5;80;2;7;9;11;1;0;1;3;52;0;0;0,1;107,4;105,3;2,2;37,9;11;34,4;4,5;14,9;9,9;3,1;52,8;56,9;19,3;99,93;15,9;94;;;;;;;;;;;;;;;;;;;;;;;;;
E,J, Liddell;CHI;24;12;6;6;4,4;22;8;16;53,3;4;10;30;2;2;100;4;6;10;4;2;1;1;11;41;0;0;-0,7;117,9;126,4;-8,6;6,4;1,5;14,3;6,5;10,2;8,6;9,5;63,3;66,1;13;110,79;4,7;123;;;;;;;;;;;;;;;;;;;;;;;;;
Jackson Rowe;GSW;28;6;4;2;8,6;22;8;17;47,1;3;10;30;3;6;50;3;8;11;4;1;4;0;4;52;0;0;3,8;116,4;103,5;12,9;10;4;16;4,6;16,7;9,7;4;55,9;56;14,2;109,95;10,1;122;;;;;;;;;;;;;;;;;;;;;;;;;
Leonard Miller;MIN;21;13;11;2;2,4;20;7;16;40;0;5;0;8;8;100;3;8;10;0;3;3;1;3;40;0;0;-0,9;79,2;98,6;-19,4;0;0;0;7,3;22,9;14,5;9,5;40;54;23,9;107,87;20,2;72;;;;;;;;;;;;;;;;;;;;;;;;;
Cam Christie;LAC;19;13;10;3;4,5;18;7;23;29,2;3;13;15,4;3;4;50;3;9;12;7;3;5;1;4;57;0;0;-0,8;97,6;105,6;-7,9;16,7;3;17,6;5,1;14,1;9,8;5,9;33,3;34,9;19,2;103,12;7;126;;;;;;;;;;;;;;;;;;;;;;;;;
Jamaree Bouyea;MIL;25;5;4;1;12,3;17;6;12;50;1;5;20;4;6;66,7;1;4;5;10;8;4;2;2;48;0;0;0,4;118,5;117,8;0,6;21,3;1,25;30,3;1,9;5,8;4,1;24,2;54,2;58,1;16,3;100,75;6,7;130;;;;;;;;;;;;;;;;;;;;;;;;;
Justin Minaya;POR;26;19;8;11;5,3;17;8;21;38,1;2;10;20;0;2;0;6;6;10;8;6;6;2;11;57;0;0;-0,6;95;101,9;-6,9;10,8;1,4;20,6;4,7;5,5;5,1;14,7;42,9;41,1;10,7;103,22;2;218;;;;;;;;;;;;;;;;;;;;;;;;;
Malachi Flynn;CHA;27;4;2;2;10,9;16;5;13;38,5;1;4;25;5;6;83,3;3;4;7;7;4;3;0;4;40;0;0;0,3;112,8;109,1;3,7;23,3;1,75;26,9;7,7;8;7,9;15,4;42,3;51,2;19,6;95,6;8,4;86;;;;;;;;;;;;;;;;;;;;;;;;;
David Duke Jr,;SAS;25;6;0;6;5,6;16;6;14;42,9;3;6;50;1;2;50;1;4;5;4;2;1;0;1;29;0;0;4,7;128,4;91,8;36,6;13,3;2;19;3,2;10;7;9,5;53,6;53,8;20,7;104,64;8,7;74;;;;;;;;;;;;;;;;;;;;;;;;;
Bobi Klintman;DET;22;8;4;4;5,3;15;6;10;60;2;5;40;1;2;50;1;6;7;7;1;2;1;8;42;0;0;0;121,4;117,2;4,2;21,2;7;36,8;2,4;18,2;9,5;5,3;70;68,9;12,1;96,83;9,5;84;;;;;;;;;;;;;;;;;;;;;;;;;
Stanley Umude;MIL;26;22;15;7;3,9;15;4;26;19,2;2;15;20;2;4;50;4;13;18;4;2;2;7;9;66;0;0;-0,7;85,6;95,8;-10,1;7,1;1,33;11,4;4,3;13,1;8,9;8,6;25;27;13,7;107,72;2,2;195;;;;;;;;;;;;;;;;;;;;;;;;;
Joe Ingles;MIN;37;19;12;7;6;15;6;23;26,1;4;15;20;0;0;0;2;10;11;23;10;2;0;11;59;0;0;0,1;108,9;113,1;-4,2;26,1;2,56;41,8;1,7;8;4,8;16,4;32,6;32,6;11,3;102,03;2,5;248;;;;;;;;;;;;;;;;;;;;;;;;;
Tolu Smith;DET;24;1;0;1;22,4;14;6;9;66,7;0;0;0;2;3;66,7;4;4;8;0;2;0;0;3;22;0;0;7;117,4;104,4;12,9;0;0;0;12,9;20;15,7;16,7;66,7;67,8;20;97,72;14,9;46;;;;;;;;;;;;;;;;;;;;;;;;;
Jack McVeigh;HOU;28;9;5;4;4,8;14;5;17;29,4;4;13;30,8;0;0;0;2;3;5;1;2;0;2;3;25;0;0;-1,1;84,7;93,9;-9,2;3,8;0,5;5;3,9;5,6;4,8;10;41,2;41,2;17,6;109,32;2;98;;;;;;;;;;;;;;;;;;;;;;;;;
Armel Traoré;LAL;22;9;5;4;7,4;14;6;19;31,6;0;7;0;2;7;28,6;2;13;15;1;3;4;2;6;49;0;0;-5,4;81,9;119,3;-37,3;2,6;0,33;3,8;2,6;22,8;11,1;11,5;31,6;31,7;15,3;102,24;2,7;144;;;;;;;;;;;;;;;;;;;;;;;;;
Isaiah Crawford;SAC;23;15;7;8;3;14;5;11;45,5;2;5;20;2;5;50;2;8;8;2;2;2;2;2;32;0;0;1,5;112;92,7;19,3;2,9;1;6,7;2,3;14,9;8,8;6,7;50;50,9;12,2;103,01;7;100;;;;;;;;;;;;;;;;;;;;;;;;;
Taylor Hendricks;UTA;21;3;0;3;24,8;14;4;18;22,2;3;12;25;3;4;75;5;10;15;2;2;5;4;8;60;0;0;-7,3;95,7;109,2;-13,5;4;1;8,3;5,4;11,5;8,3;8,3;30,6;35,4;11,3;105;3,6;163;;;;;;;;;;;;;;;;;;;;;;;;;
Bryce McGowens;POR;22;13;8;5;2,5;13;4;14;28,6;0;4;0;5;7;83,3;3;1;3;3;4;1;0;3;18;0;0;-0,3;89,9;97,1;-7,2;10,5;0,5;9,1;5,6;3,4;4,6;18,2;28,6;39,1;24,4;102,7;0;69;;;;;;;;;;;;;;;;;;;;;;;;;
Luke Travers;CLE;23;12;10;2;7,3;12;5;20;25;0;10;0;2;2;100;8;12;20;8;8;1;1;6;46;0;0;-0,1;109,1;109,7;-0,5;11,3;1;21,6;8,4;10,8;9,7;21,6;25;28,7;13,2;101,62;2,2;186;;;;;;;;;;;;;;;;;;;;;;;;;
Jahmir Young;CHI;24;6;4;2;4,9;11;4;5;80;1;2;50;2;2;100;1;2;3;6;1;0;0;2;23;0;0;-1,2;110;123,5;-13,5;23,1;6;46,2;4,2;5,9;5,2;7,7;90;93,5;9,2;111,64;10;70;;;;;;;;;;;;;;;;;;;;;;;;;
Trentyn Flowers;LAC;20;6;4;2;4,4;11;4;11;36,4;0;2;0;3;3;100;1;3;4;0;1;0;0;4;15;0;0;-1;88,5;101,7;-13,2;0;0;0;4,2;9,7;7,3;7,7;36,4;44,6;19,4;108,62;2,9;61;;;;;;;;;;;;;;;;;;;;;;;;;
Emanuel Miller;CHI;24;6;4;2;4,1;10;4;8;50;0;1;0;2;2;100;4;4;8;2;0;1;0;3;26;0;0;-1,3;120,4;130,4;-10;10,5;0;18,2;16,7;13,8;15,1;0;50;56,3;14,3;106,74;9,2;54;;;;;;;;;;;;;;;;;;;;;;;;;
Liam Robbins;MIL;25;13;8;5;4,4;9;3;8;25;0;3;0;5;10;50;7;5;12;3;7;3;3;9;33;0;0;-0,4;80,3;85,6;-5,3;5,6;0,33;9,5;11,1;8,5;9,8;28,6;25;36,3;12,8;106,17;-2,5;127;;;;;;;;;;;;;;;;;;;;;;;;;
P,J, Tucker;NYK;40;3;1;2;19,3;9;3;7;42,9;3;6;50;0;0;0;4;4;8;0;1;1;1;8;24;0;0;-7,3;106,1;127,4;-21,3;0;0;0;6,2;10,3;7,7;12,5;64,3;64,3;5,9;94,56;1,5;115;;;;;;;;;;;;;;;;;;;;;;;;;
Jalen Bridges;PHX;24;8;1;7;3,8;9;2;7;28,6;2;7;28,6;3;4;75;0;4;4;0;4;0;0;0;10;0;0;0,9;98,4;88,7;9,7;0;0;0;0;12,1;6,2;30,8;42,9;51,4;19,7;98,77;2,6;63;;;;;;;;;;;;;;;;;;;;;;;;;
Adama Sanogo;CHI;23;4;2;2;5,4;8;4;7;57,1;0;0;0;0;0;0;5;1;6;1;1;0;0;1;16;0;0;-1,3;104,2;122,2;-18,1;6,7;1;11,1;21,7;5,3;14,3;11,1;57,1;57,1;14,5;103,82;7,8;48;;;;;;;;;;;;;;;;;;;;;;;;;
James Johnson;IND;38;12;5;7;3,1;8;4;11;36,4;0;4;0;0;1;0;0;6;6;4;4;0;2;5;23;0;0;-0,8;97,4;110,5;-13,1;16;1;21,1;0;17,6;8,7;21,1;36,4;35;16,5;100,28;1,5;77;;;;;;;;;;;;;;;;;;;;;;;;;
Anton Watson;NYK;24;9;5;4;2,5;8;4;9;44,4;0;1;0;0;0;0;1;2;3;2;2;1;0;3;15;0;0;-1;103,9;119,2;-15,3;12,5;1;15,4;5;11,8;8,1;15,4;44,4;44,4;19,3;111,52;3,3;51;;;;;;;;;;;;;;;;;;;;;;;;;
Phillip Wheeler;PHI;23;5;0;5;8,9;8;3;21;14,3;0;10;0;2;2;100;2;6;8;2;1;1;2;1;29;0;0;2,6;110;96,6;13,4;6,5;2;8;3,6;12,5;7,7;4;14,3;18,3;22,1;96,76;-0,5;90;;;;;;;;;;;;;;;;;;;;;;;;;
Miles Norris;BOS;25;3;2;1;11,6;7;2;9;22,2;2;7;28,6;1;2;50;2;7;9;0;0;2;1;0;27;0;0;-4,7;87,7;110,9;-23,2;0;0;0;4,8;17,1;10,8;0;33,3;35,4;12,7;88,67;8,8;65;;;;;;;;;;;;;;;;;;;;;;;;;
Daniss Jenkins;DET;23;7;3;4;3,2;7;3;10;30;1;7;14,3;0;2;0;0;2;2;3;1;0;0;2;13;0;0;-1,3;102,3;108,2;-5,8;20;3;20;0;18,2;5,4;6,7;35;32,2;23,1;97,06;0;43;;;;;;;;;;;;;;;;;;;;;;;;;
PJ Dozier;MIN;28;9;7;2;3,9;7;2;3;66,7;2;3;66,7;1;6;16,7;1;4;5;5;1;1;0;3;23;0;0;-0,4;98,8;107,8;-9;16,7;5;41,7;4;12,5;8,8;8,3;100;62,1;8,2;107,91;5,4;80;;;;;;;;;;;;;;;;;;;;;;;;;
James Wiseman;IND;24;1;1;0;4,6;6;2;4;50;0;1;0;2;2;100;0;1;1;0;0;0;0;0;7;0;0;-4;118,2;141,7;-23,5;0;0;0;0;25;12,5;0;50;61,5;45,5;119,14;15,6;11;;;;;;;;;;;;;;;;;;;;;;;;;
Kevin McCullar Jr,;NYK;24;4;4;0;7,3;6;2;7;28,6;0;1;0;2;2;100;0;8;8;2;0;1;1;6;25;0;0;-0,5;93,8;96,9;-3,1;11,1;0;20;0;28,6;15,1;0;28,6;38,1;11,8;105,33;6,6;64;;;;;;;;;;;;;;;;;;;;;;;;;
Isaiah Mobley;PHI;25;1;0;1;17,4;6;2;7;28,6;1;3;33,3;1;2;50;1;3;4;5;0;1;1;3;24;0;0;-6;92,7;110;-17,3;55,6;0;38,5;4;15,8;9,1;0;35,7;38,1;17;111,94;9,9;41;;;;;;;;;;;;;;;;;;;;;;;;;
Tazé Moore;POR;26;2;0;2;9,9;6;2;10;20;1;4;25;1;2;50;4;4;8;1;2;2;0;0;21;0;0;-3,5;58,7;77,3;-18,6;12,5;0,5;7,1;12,1;16;13,8;14,3;25;27,6;22,4;108,82;10,5;46;;;;;;;;;;;;;;;;;;;;;;;;;
Alondes Williams;DET;25;1;0;1;3,7;5;2;2;100;1;1;100;0;0;0;0;0;0;1;0;0;0;0;7;0;0;6;171,4;85,7;85,7;33,3;0;33,3;0;0;0;0;125;125;28,6;90,4;40;7;;;;;;;;;;;;;;;;;;;;;;;;;
Skal Labissiere;SAC;29;4;2;2;3;5;2;4;50;1;1;100;0;0;0;1;2;3;1;0;0;0;1;10;0;0;-0,3;114,8;128;-13,2;12,5;0;20;8,3;22,2;14,3;0;62,5;62,5;12,9;104,35;9,2;27;;;;;;;;;;;;;;;;;;;;;;;;;
Ulrich Chomche;TOR;19;7;3;4;4,6;5;2;5;40;0;0;0;1;2;50;4;4;8;2;2;0;1;5;19;0;0;-3,4;96,9;140,3;-43,4;11,1;1;20;12,9;18,2;15,1;20;40;42,5;10,8;94,73;2;65;;;;;;;;;;;;;;;;;;;;;;;;;
Ron Harper Jr,;DET;25;1;0;1;17;4;1;8;12,5;0;6;0;2;2;100;4;3;7;2;0;0;0;0;15;0;0;-1;120,6;116,7;3,9;14,3;0;18,2;18,2;20;18,9;0;12,5;22,5;20,5;98,82;7,1;34;;;;;;;;;;;;;;;;;;;;;;;;;
Harrison Ingram;SAS;22;5;0;5;7;4;2;4;50;0;1;0;0;0;0;2;7;9;3;1;3;0;2;28;0;0;6;132;92;40;8,6;3;37,5;6,7;17,5;12,9;12,5;50;50;6;103,6;8;75;;;;;;;;;;;;;;;;;;;;;;;;;
Cui Yongxi;BKN;22;5;2;3;2,1;3;1;7;14,3;0;3;0;1;2;50;0;2;2;0;0;0;0;0;6;0;0;0,4;80,8;76;4,8;0;0;0;0;20;9,5;0;14,3;19;29,6;118,62;-5,6;26;;;;;;;;;;;;;;;;;;;;;;;;;
Braxton Key;GSW;28;3;3;0;3,6;3;0;4;0;0;1;0;3;6;50;1;1;2;0;1;2;0;0;11;0;0;-2,7;90;120,7;-30,7;0;0;0;7,7;16,7;10,5;12,5;0;22,6;22,2;130,81;-2,6;30;;;;;;;;;;;;;;;;;;;;;;;;;
Quincy Olivari;LAL;24;2;1;1;5,2;3;1;5;20;1;5;20;0;0;0;0;0;0;1;1;0;0;0;4;0;0;-9;68,2;150;-81,8;20;1;14,3;0;0;0;14,3;30;30;23,1;102,52;-2,2;22;;;;;;;;;;;;;;;;;;;;;;;;;
Tristen Newton;MIN;24;8;2;6;2;3;1;8;12,5;0;3;0;1;1;100;2;2;4;2;2;1;0;4;12;0;0;-0,6;83,3;97,6;-14,2;18,2;1;16,7;7,1;11,1;8,7;16,7;12,5;17,8;18,5;123,38;-6,8;42;;;;;;;;;;;;;;;;;;;;;;;;;
D,J, Carton;TOR;24;4;1;3;8,3;3;1;7;14,3;0;3;0;1;1;100;0;4;4;3;4;2;0;1;14;0;0;3;109;96,1;12,9;10;0,75;21,4;0;9,8;5,5;28,6;14,3;20,2;12,2;110,7;0,7;78;;;;;;;;;;;;;;;;;;;;;;;;;
Yuri Collins;GSW;24;2;2;0;8,2;2;1;3;33,3;0;0;0;0;0;0;2;1;3;4;0;2;0;5;18;0;0;-2,5;94,4;111,4;-17;33,3;0;57,1;8,3;7,1;7,9;0;33,3;33,3;6,8;104,54;4,8;36;;;;;;;;;;;;;;;;;;;;;;;;;
Malevy Leons;OKC;25;6;6;0;3,5;2;0;2;0;0;1;0;2;4;50;1;2;3;1;1;0;0;4;6;0;0;-3;61,4;104,7;-43,3;11,1;1;16,7;4;9,5;6,5;16,7;0;26,6;10,2;99,59;-6,9;44;;;;;;;;;;;;;;;;;;;;;;;;;
Daishen Nix;MIN;23;3;3;0;4,4;1;0;1;0;0;1;0;1;2;50;0;4;4;3;4;0;0;1;6;0;0;3;103,2;79,3;23,9;23,1;0,75;33,3;0;44,4;21,1;44,4;0;26,6;17,6;108,82;2,4;31;;;;;;;;;;;;;;;;;;;;;;;;;
Jahlil Okafor;IND;29;1;0;1;3,4;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;3;0;0;5;125;62,5;62,5;25;0;100;0;25;11,1;0;0;0;0;114,06;13,3;8;;;;;;;;;;;;;;;;;;;;;;;;;
Zyon Pullin;MEM;24;3;1;2;0,9;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3;83,3;66,7;16,7;0;0;0;0;0;0;0;0;0;16,7;110,7;-8,7;6;;;;;;;;;;;;;;;;;;;;;;;;;
Isaiah Stevens;MIA;24;3;3;0;1,9;0;0;2;0;0;1;0;0;0;0;0;2;2;0;0;1;0;0;5;0;0;1,3;61,5;30,8;30,8;0;0;0;0;22,2;12,5;0;0;0;14,3;112,43;12,5;13;;;;;;;;;;;;;;;;;;;;;;;;;
Jesse Edwards;MIN;25;2;2;0;2,3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;2;0;0;-5;72,7;150;-77,3;25;0;100;0;0;0;0;0;0;0;118,29;-4,3;11;;;;;;;;;;;;;;;;;;;;;;;;;
Mac McClung;ORL;26;2;1;1;5,1;0;0;2;0;0;1;0;0;0;0;0;1;1;3;0;0;0;2;6;0;0;-1;119;128,6;-9,5;33,3;0;60;0;10;5;0;0;0;8,7;98,5;0;21;;;;;;;;;;;;;;;;;;;;;;;;;
Terence Davis;SAC;28;1;1;0;7,9;0;0;2;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;3;0;0;-3;86,7;106,7;-20;16,7;0;33,3;0;11,1;5,9;0;0;0;11,1;91,33;0;15;;;;;;;;;;;;;;;;;;;;;;;;;
Terry Taylor;SAC;25;3;1;2;2,1;0;0;1;0;0;0;0;0;0;0;1;0;1;2;0;0;0;0;4;0;0;3;135,7;71,4;64,3;28,6;0;66,7;25;0;8,3;0;0;0;6,7;106,11;4,3;14;;;;;;;;;;;;;;;;;;;;;;;;;
Riley Minix;SAS;24;1;0;1;6,8;0;0;1;0;0;1;0;0;0;0;0;2;2;0;0;0;0;0;2;0;0;0;93,3;93,3;0;0;0;0;0;20;11,8;0;0;0;6,3;106,67;3,9;15;;;;;;;;;;;;;;;;;;;;;;;;;
Jalen McDaniels;WAS;27;4;2;2;1,8;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;4;0;0;-0,3;81,3;77,8;3,5;25;0;100;0;0;0;0;0;0;0;111,25;11,4;16;;;;;;;;;;;;;;;;;;;;;;;;;
